SalesOrderNumber,FiscalYear,FiscalQuarter,SalesTerritoryRegion,ProductCategoryName,ProductSubcategoryName,ProductGroupName,OrderStatus,OrderQuantity,UnitPrice,Profit,SalesAmount,Return
SO46759,2013,1,United Kingdom,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,59.99,$57.50 ,$59.99 ,FALSE
SO47077,2013,1,United Kingdom,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,39.99,$34.75 ,$39.99 ,FALSE
SO47245,2013,1,United Kingdom,Gaming Gear,Ambient Lighting,Room Lighting,Shipped,1,39.99,$34.75 ,$39.99 ,FALSE
SO47114,2013,1,China,PC Components,Storage,SATA SSDS,Shipped,1,169.99,$114.69 ,$169.99 ,FALSE
SO47657,2013,1,China,PC Components,Storage,SATA SSDS,Shipped,1,169.99,$114.69 ,$169.99 ,FALSE
SO47224,2013,1,Germany,PC Components,Storage,SATA SSDS,Shipped,1,74.99,$3.10 ,$74.99 ,FALSE
SO46816,2013,1,Northwest,PC Components,Storage,SATA SSDS,Shipped,1,74.99,$3.10 ,$74.99 ,FALSE
SO47152,2013,1,Australia,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,169.99,$115.36 ,$169.99 ,FALSE
SO47600,2013,1,Australia,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,169.99,$115.36 ,$169.99 ,FALSE
SO46773,2013,1,Northwest,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,79.99,$7.73 ,$79.99 ,FALSE
SO47082,2013,1,Southeast,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,169.99,$115.36 ,$169.99 ,FALSE
SO47126,2013,1,Southwest,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,79.99,$7.73 ,$79.99 ,FALSE
SO47183,2013,1,Southwest,PC Components,CPU Coolers,Single Radiator Liquid Coolers,Shipped,1,79.99,$7.73 ,$79.99 ,FALSE
SO47123,2013,1,Canada,PC Components,Cases,Small Form Factor Cases,Shipped,1,159.99,$37.91 ,$159.99 ,FALSE
SO47498,2013,1,Canada,PC Components,Cases,Small Form Factor Cases,Shipped,1,159.99,$37.91 ,$159.99 ,FALSE
SO46853,2013,1,China,PC Components,Cases,Small Form Factor Cases,Shipped,1,159.99,$37.91 ,$159.99 ,FALSE
SO47210,2013,1,China,PC Components,Cases,Small Form Factor Cases,Shipped,1,159.99,$37.91 ,$159.99 ,FALSE
SO47250,2013,1,China,PC Components,Cases,Small Form Factor Cases,Shipped,1,159.99,$37.91 ,$159.99 ,FALSE
SO46751,2013,1,Southwest,PC Components,Cases,Small Form Factor Cases,Shipped,1,159.99,$37.91 ,$159.99 ,FALSE
SO47239,2013,1,China,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,249.99,$27.64 ,$249.99 ,FALSE
SO47263,2013,1,China,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,FALSE
SO47302,2013,1,China,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,99.99,$99.56 ,$99.99 ,FALSE
SO47335,2013,1,China,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,249.99,$27.64 ,$249.99 ,FALSE
SO47166,2013,1,Germany,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,True
SO47528,2013,1,Germany,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,FALSE
SO46679,2013,1,Northwest,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,249.99,$27.64 ,$249.99 ,FALSE
SO47506,2013,1,Northwest,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,99.99,$99.56 ,$99.99 ,FALSE
SO47537,2013,1,Northwest,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,119.99,$12.44 ,$119.99 ,FALSE
SO47550,2013,1,Northwest,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,99.99,$99.56 ,$99.99 ,FALSE
SO47140,2013,1,Southwest,PC Components,Cases,Software Control and Monitoring Cases,Backordered,1,119.99,$12.44 ,$119.99 ,FALSE
SO47159,2013,1,Southwest,PC Components,Cases,Software Control and Monitoring Cases,Shipped,1,249.99,$27.64 ,$249.99 ,FALSE
SO47149,2013,1,China,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,99.99,$12.98 ,$99.99 ,FALSE
SO47559,2013,1,China,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,49.99,$36.40 ,$49.99 ,FALSE
SO47229,2013,1,Northwest,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,49.99,$36.40 ,$49.99 ,FALSE
SO47557,2013,1,Northwest,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,99.99,$12.98 ,$99.99 ,FALSE
SO46864,2013,1,United Kingdom,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,49.99,$36.40 ,$49.99 ,FALSE
SO47469,2013,1,United Kingdom,Gaming Gear,Keyboards,Standard Gaming Keyboards,Shipped,1,49.99,$36.40 ,$49.99 ,FALSE
SO46742,2013,1,Canada,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$38.88 ,$69.99 ,FALSE
SO47190,2013,1,Canada,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO46728,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,99.99,$37.21 ,$99.99 ,FALSE
SO46798,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO46860,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO46926,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$42.95 ,$69.99 ,FALSE
SO47262,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,99.99,$37.21 ,$99.99 ,FALSE
SO47266,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO47277,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$38.88 ,$69.99 ,FALSE
SO47336,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO47577,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$42.95 ,$69.99 ,FALSE
SO47578,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO47618,2013,1,China,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,99.99,$37.21 ,$99.99 ,FALSE
SO47193,2013,1,Germany,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO47596,2013,1,Germany,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$42.95 ,$69.99 ,FALSE
SO46841,2013,1,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$38.88 ,$69.99 ,FALSE
SO46907,2013,1,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO46912,2013,1,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO47301,2013,1,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO47583,2013,1,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO47586,2013,1,Northwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.56 ,$49.99 ,FALSE
SO46694,2013,1,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$38.88 ,$69.99 ,FALSE
SO46782,2013,1,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO46834,2013,1,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO46890,2013,1,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO47181,2013,1,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$42.95 ,$69.99 ,FALSE
SO47312,2013,1,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,69.99,$42.95 ,$69.99 ,FALSE
SO47613,2013,1,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,99.99,$37.21 ,$99.99 ,FALSE
SO47621,2013,1,Southwest,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,79.99,$34.45 ,$79.99 ,FALSE
SO47213,2013,1,United Kingdom,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,49.99,$3.49 ,$49.99 ,FALSE
SO47308,2013,1,United Kingdom,Gaming Gear,Headsets,Stereo 3.5MM Gaming Headsets,Shipped,1,39.99,$30.10 ,$39.99 ,FALSE
SO46820,2013,1,Australia,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,79.99,$2.24 ,$79.99 ,FALSE
SO47493,2013,1,Australia,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,79.99,$2.24 ,$79.99 ,FALSE
SO47556,2013,1,Australia,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,79.99,$2.24 ,$79.99 ,FALSE
SO46794,2013,1,Canada,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,149.99,$92.19 ,$149.99 ,FALSE
SO46743,2013,1,China,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,149.99,$92.19 ,$149.99 ,FALSE
SO47500,2013,1,China,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,79.99,$2.24 ,$79.99 ,FALSE
SO46693,2013,1,Southwest,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,79.99,$2.24 ,$79.99 ,FALSE
SO47591,2013,1,Southwest,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,79.99,$2.24 ,$79.99 ,FALSE
SO47607,2013,1,Southwest,Streaming Gear,Stream Deck,Stream Deck,Shipped,1,79.99,$2.24 ,$79.99 ,FALSE
SO46799,2013,1,Australia,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$82.00 ,$199.99 ,FALSE
SO46869,2013,1,Australia,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$82.00 ,$199.99 ,FALSE
SO47317,2013,1,Australia,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$72.40 ,$199.99 ,FALSE
SO46873,2013,1,China,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,129.99,$29.30 ,$129.99 ,FALSE
SO47174,2013,1,China,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$82.00 ,$199.99 ,FALSE
SO47197,2013,1,China,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$72.40 ,$199.99 ,FALSE
SO47489,2013,1,China,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$72.40 ,$199.99 ,FALSE
SO46867,2013,1,Northwest,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,129.99,$29.30 ,$129.99 ,FALSE
SO47120,2013,1,Southwest,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$72.40 ,$199.99 ,FALSE
SO47320,2013,1,Southwest,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,199.99,$72.40 ,$199.99 ,FALSE
SO47526,2013,1,United Kingdom,Streaming Gear,Stream Lighting,Stream Lighting,Shipped,1,129.99,$29.30 ,$129.99 ,FALSE
SO46722,2013,1,Australia,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO47292,2013,1,Australia,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO46902,2013,1,China,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,159.99,$148.21 ,$159.99 ,FALSE
SO47141,2013,1,China,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO47345,2013,1,China,PC Components,Cases,Super Tower and Full Size Tower Cases,Shipped,1,189.99,$159.99 ,$189.99 ,FALSE
SO46733,2013,1,Canada,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO47109,2013,1,Canada,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO46682,2013,1,China,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,259.99,$114.81 ,$259.99 ,True
SO47552,2013,1,China,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO47199,2013,1,Germany,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO46740,2013,1,Northwest,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO46850,2013,1,Southwest,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO47319,2013,1,Southwest,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,259.99,$114.81 ,$259.99 ,FALSE
SO47502,2013,1,United Kingdom,PC Components,Thunderbolt Docks,Thunderbolt Docks,Shipped,1,349.99,$86.11 ,$349.99 ,FALSE
SO47186,2013,1,Australia,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,189.99,$20.97 ,$189.99 ,FALSE
SO47073,2013,1,Canada,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,159.99,$117.49 ,$159.99 ,True
SO46819,2013,1,China,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,159.99,$117.49 ,$159.99 ,FALSE
SO47097,2013,1,China,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,159.99,$117.49 ,$159.99 ,FALSE
SO47087,2013,1,Northwest,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,159.99,$117.49 ,$159.99 ,FALSE
SO47299,2013,1,Northwest,PC Components,CPU Coolers,Triple Radiator Liquid Coolers,Shipped,1,159.99,$117.49 ,$159.99 ,FALSE
SO46809,2013,1,Australia,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,FALSE
SO46847,2013,1,Australia,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,FALSE
SO47118,2013,1,Australia,PC Components,Storage,USB Drives,Shipped,1,119.99,$119.91 ,$119.99 ,FALSE
SO47223,2013,1,Canada,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,FALSE
SO47646,2013,1,Canada,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,FALSE
SO46697,2013,1,China,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,FALSE
SO46874,2013,1,China,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,FALSE
SO47171,2013,1,China,PC Components,Storage,USB Drives,Shipped,1,119.99,$119.91 ,$119.99 ,FALSE
SO47211,2013,1,China,PC Components,Storage,USB Drives,Shipped,1,184.99,$106.67 ,$184.99 ,FALSE
SO47568,2013,1,China,PC Components,Storage,USB Drives,Shipped,1,184.99,$106.67 ,$184.99 ,FALSE
SO47619,2013,1,China,PC Components,Storage,USB Drives,Shipped,1,184.99,$106.67 ,$184.99 ,FALSE
SO47088,2013,1,Northwest,PC Components,Storage,USB Drives,Backordered,1,119.99,$119.91 ,$119.99 ,FALSE
SO47124,2013,1,Northwest,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,FALSE
SO47225,2013,1,Northwest,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,FALSE
SO46856,2013,1,Southwest,PC Components,Storage,USB Drives,Shipped,1,119.99,$119.91 ,$119.99 ,FALSE
SO47086,2013,1,Southwest,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,True
SO47147,2013,1,Southwest,PC Components,Storage,USB Drives,Shipped,1,214.99,$81.72 ,$214.99 ,FALSE
SO47340,2013,1,Southwest,PC Components,Storage,USB Drives,Shipped,1,119.99,$119.91 ,$119.99 ,FALSE
SO47615,2013,1,Southwest,PC Components,Storage,USB Drives,Shipped,1,119.99,$119.91 ,$119.99 ,FALSE
SO46709,2013,1,United Kingdom,PC Components,Storage,USB Drives,Shipped,1,119.99,$119.91 ,$119.99 ,FALSE
SO46721,2013,1,United Kingdom,PC Components,Storage,USB Drives,Shipped,1,184.99,$106.67 ,$184.99 ,FALSE
SO47235,2013,1,United Kingdom,PC Components,Storage,USB Drives,Shipped,1,119.99,$119.91 ,$119.99 ,FALSE
SO47227,2013,1,Canada,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO47116,2013,1,China,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO47347,2013,1,China,Gaming Gear,Headsets,USB Gaming Headsets,Backordered,1,129.99,$125.88 ,$129.99 ,FALSE
SO47480,2013,1,China,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO46676,2013,1,Germany,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO47103,2013,1,Northwest,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO46690,2013,1,Southwest,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO46822,2013,1,Southwest,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,129.99,$125.88 ,$129.99 ,FALSE
SO46914,2013,1,Southwest,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,129.99,$125.88 ,$129.99 ,FALSE
SO47137,2013,1,Southwest,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO47205,2013,1,Southwest,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO47326,2013,1,Southwest,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,129.99,$125.88 ,$129.99 ,FALSE
SO47243,2013,1,United Kingdom,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO47628,2013,1,United Kingdom,Gaming Gear,Headsets,USB Gaming Headsets,Shipped,1,79.99,$59.51 ,$79.99 ,FALSE
SO47207,2013,1,Canada,Gaming PC,Gaming PC,Vengeance Gaming PC,Shipped,1,1999.99,$457.93 ,"$1,999.99 ",FALSE
SO46696,2013,1,China,Gaming PC,Gaming PC,Vengeance Gaming PC,Shipped,1,2799.99,$562.36 ,"$2,799.99 ",FALSE
SO46826,2013,1,China,Gaming PC,Gaming PC,Vengeance Gaming PC,Shipped,1,2449.99,$760.68 ,"$2,449.99 ",FALSE
SO47334,2013,1,China,Gaming PC,Gaming PC,Vengeance Gaming PC,Shipped,1,2449.99,$760.68 ,"$2,449.99 ",FALSE
SO47343,2013,1,China,Gaming PC,Gaming PC,Vengeance Gaming PC,Shipped,1,2799.99,$562.36 ,"$2,799.99 ",FALSE
SO46875,2013,1,Germany,Gaming PC,Gaming PC,Vengeance Gaming PC,Shipped,1,1999.99,$457.93 ,"$1,999.99 ",FALSE
SO47504,2013,1,Germany,Gaming PC,Gaming PC,Vengeance Gaming PC,Shipped,1,2449.99,$760.68 ,"$2,449.99 ",FALSE
SO46685,2013,1,Southwest,Gaming PC,Gaming PC,Vengeance Gaming PC,Shipped,1,2799.99,$562.36 ,"$2,799.99 ",True
SO47638,2013,1,Southwest,Gaming PC,Gaming PC,Vengeance Gaming PC,Shipped,1,1999.99,$457.93 ,"$1,999.99 ",FALSE
SO46727,2013,1,China,PC Components,Custom Cooling,Water Blocks,Shipped,1,59.99,$20.16 ,$59.99 ,FALSE
SO46719,2013,1,United Kingdom,PC Components,Custom Cooling,Water Blocks,Shipped,1,64.99,$38.97 ,$64.99 ,FALSE
SO46739,2013,1,United Kingdom,PC Components,Custom Cooling,Water Blocks,Shipped,1,59.99,$20.16 ,$59.99 ,FALSE
SO47101,2013,1,United Kingdom,PC Components,Custom Cooling,Water Blocks,Shipped,1,59.99,$20.16 ,$59.99 ,FALSE
SO47649,2013,1,United Kingdom,PC Components,Custom Cooling,Water Blocks,Shipped,1,64.99,$38.97 ,$64.99 ,FALSE
SO47492,2013,1,Australia,Gaming Gear,Mousepads,Wireless Charging Mouse Pads,Shipped,1,34.99,$33.79 ,$34.99 ,FALSE
SO47303,2013,1,China,Gaming Gear,Mousepads,Wireless Charging Mouse Pads,Shipped,1,34.99,$33.79 ,$34.99 ,FALSE
SO47508,2013,1,China,Gaming Gear,Mousepads,Wireless Charging Mouse Pads,Shipped,1,34.99,$33.79 ,$34.99 ,FALSE
SO46762,2013,1,Northwest,Gaming Gear,Mousepads,Wireless Charging Mouse Pads,Shipped,1,34.99,$33.79 ,$34.99 ,FALSE
SO46732,2013,1,Southwest,Gaming Gear,Mousepads,Wireless Charging Mouse Pads,Shipped,1,34.99,$33.79 ,$34.99 ,FALSE
SO47206,2013,1,Southwest,Gaming Gear,Mousepads,Wireless Charging Mouse Pads,Shipped,1,34.99,$33.79 ,$34.99 ,FALSE
SO47254,2013,1,Southwest,Gaming Gear,Mousepads,Wireless Charging Mouse Pads,Shipped,1,34.99,$33.79 ,$34.99 ,FALSE
SO46783,2013,1,Australia,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$59.69 ,$99.99 ,FALSE
SO46835,2013,1,Australia,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,149.99,$89.96 ,$149.99 ,FALSE
SO47175,2013,1,Australia,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$28.63 ,$99.99 ,FALSE
SO47645,2013,1,Australia,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$28.63 ,$99.99 ,FALSE
SO47111,2013,1,Canada,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$59.69 ,$99.99 ,FALSE
SO46854,2013,1,China,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,149.99,$89.96 ,$149.99 ,FALSE
SO47604,2013,1,China,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$28.63 ,$99.99 ,FALSE
SO47647,2013,1,China,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,209.99,$191.81 ,$209.99 ,FALSE
SO47094,2013,1,Germany,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$59.69 ,$99.99 ,FALSE
SO46831,2013,1,Northwest,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$28.63 ,$99.99 ,FALSE
SO47131,2013,1,Northwest,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,149.99,$89.96 ,$149.99 ,FALSE
SO47216,2013,1,Northwest,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$59.69 ,$99.99 ,FALSE
SO47640,2013,1,Northwest,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$28.63 ,$99.99 ,FALSE
SO46838,2013,1,Southwest,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$28.63 ,$99.99 ,FALSE
SO47226,2013,1,Southwest,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,149.99,$89.96 ,$149.99 ,FALSE
SO47465,2013,1,Southwest,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$28.63 ,$99.99 ,FALSE
SO47488,2013,1,Southwest,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$28.63 ,$99.99 ,FALSE
SO46686,2013,1,United Kingdom,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$59.69 ,$99.99 ,True
SO46779,2013,1,United Kingdom,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,99.99,$28.63 ,$99.99 ,FALSE
SO47264,2013,1,United Kingdom,Gaming Gear,Headsets,Wireless Gaming Headsets,Shipped,1,179.99,$173.68 ,$179.99 ,FALSE
SO47091,2013,1,Australia,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,49.99,$36.04 ,$49.99 ,FALSE
SO47546,2013,1,Australia,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$79.44 ,$79.99 ,FALSE
SO46878,2013,1,Canada,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$71.16 ,$79.99 ,FALSE
SO47581,2013,1,Canada,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,49.99,$36.04 ,$49.99 ,FALSE
SO46718,2013,1,China,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$79.44 ,$79.99 ,FALSE
SO46738,2013,1,China,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$71.16 ,$79.99 ,FALSE
SO46900,2013,1,China,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,49.99,$36.04 ,$49.99 ,FALSE
SO46903,2013,1,China,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$71.16 ,$79.99 ,FALSE
SO47128,2013,1,China,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$79.44 ,$79.99 ,FALSE
SO47163,2013,1,China,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$71.16 ,$79.99 ,FALSE
SO47344,2013,1,China,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,49.99,$36.04 ,$49.99 ,FALSE
SO47311,2013,1,Northwest,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,89.99,$15.71 ,$89.99 ,FALSE
SO46814,2013,1,Southwest,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$71.16 ,$79.99 ,FALSE
SO46894,2013,1,Southwest,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$71.16 ,$79.99 ,FALSE
SO47080,2013,1,Southwest,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$71.16 ,$79.99 ,True
SO47191,2013,1,Southwest,Gaming Gear,Mice,Wireless Gaming Mice,Shipped,1,79.99,$71.16 ,$79.99 ,FALSE
